Municipio,Codigo ,Total
São Francisco do Maranhão,  2 110 906 ,   12 064
São João Batista,  2 111 003 ,   18 544
São João do Carú,  2 111 029 ,   12 251
São João do Paraíso,  2 111 052 ,   9 904
São João do Soter,  2 111 078 ,   16 889
São João dos Patos,  2 111 102 ,   25 020
São José de Ribamar,  2 111 201 ,   244 579
São José dos Basílios,  2 111 250 ,   6 957
São Luís,  2 111 300 ,  1 037 775
São Luís Gonzaga do Maranhão,  2 111 409 ,   17 818
São Mateus do Maranhão,  2 111 508 ,   38 829
São Pedro da Água Branca,  2 111 532 ,   14 338
São Pedro dos Crentes,  2 111 573 ,   5 783
São Raimundo das Mangabeiras,  2 111 607 ,   18 672
São Raimundo do Doca Bezerra,  2 111 631 ,   5 650
São Roberto,  2 111 672 ,   4 544
São Vicente Ferrer,  2 111 706 ,   19 498
Satubinha,  2 111 722 ,   8 784
Senador Alexandre Costa,  2 111 748 ,   10 207
Senador La Rocque,  2 111 763 ,   14 700
Serrano do Maranhão,  2 111 789 ,   10 202
Sítio Novo,  2 111 805 ,   17 074
Sucupira do Norte,  2 111 904 ,   10 238
Sucupira do Riachão,  2 111 953 ,   4 985
Tasso Fragoso,  2 112 001 ,   8 862
Timbiras,  2 112 100 ,   26 484
Timon,  2 112 209 ,   174 465
Trizidela do Vale,  2 112 233 ,   22 484
Tufilândia,  2 112 274 ,   5 507
Tuntum,  2 112 308 ,   36 251
Turiaçu,  2 112 407 ,   37 491
Turilândia,  2 112 456 ,   31 638
Tutóia,  2 112 506 ,   53 356
Urbano Santos,  2 112 605 ,   32 812
Vargem Grande,  2 112 704 ,   43 261
Viana,  2 112 803 ,   51 442
Vila Nova dos Martírios,  2 112 852 ,   10 362
Vitória do Mearim,  2 112 902 ,   30 805
Vitorino Freire,  2 113 009 ,   30 845
Zé Doca,  2 114 007 ,   40 801
Acauã,  2 200 053 ,   6 420
Agricolândia,  2 200 103 ,   4 940
Água Branca,  2 200 202 ,   17 573
Alagoinha do Piauí,  2 200 251 ,   6 819
Alegrete do Piauí,  2 200 277 ,   4 634
Alto Longá,  2 200 301 ,   13 479
Altos,  2 200 400 ,   47 453
Alvorada do Gurguéia,  2 200 459 ,   5 322
Amarante,  2 200 509 ,   17 234
Angical do Piauí,  2 200 608 ,   6 827
Anísio de Abreu,  2 200 707 ,   9 407
Antônio Almeida,  2 200 806 ,   3 152
Aroazes,  2 200 905 ,   5 369
Aroeiras do Itaim,  2 200 954 ,   2 690
Arraial,  2 201 002 ,   4 520
Assunção do Piauí,  2 201 051 ,   7 452
Avelino Lopes,  2 201 101 ,   10 866
Baixa Grande do Ribeiro,  2 201 150 ,   13 272
Barra D'Alcântara,  2 201 176 ,   3 995
Barras,  2 201 200 ,   47 938
Barreiras do Piauí,  2 201 309 ,   3 264
Barro Duro,  2 201 408 ,   6 640
Batalha,  2 201 507 ,   26 300
Bela Vista do Piauí,  2 201 556 ,   4 091
Belém do Piauí,  2 201 572 ,   3 423
Beneditinos,  2 201 606 ,   9 929
Bertolínia,  2 201 705 ,   5 562
Betânia do Piauí,  2 201 739 ,   6 220
Boa Hora,  2 201 770 ,   6 902
Bocaina,  2 201 804 ,   4 078
Bom Jesus,  2 201 903 ,   28 796
Bom Princípio do Piauí,  2 201 919 ,   5 636
Bonfim do Piauí,  2 201 929 ,   5 913
Boqueirão do Piauí,  2 201 945 ,   6 545
Brasileira,  2 201 960 ,   8 436
Brejo do Piauí,  2 201 988 ,   3 904
Buriti dos Lopes,  2 202 000 ,   19 654
Buriti dos Montes,  2 202 026 ,   7 434
Cabeceiras do Piauí,  2 202 059 ,   10 212
Cajazeiras do Piauí,  2 202 075 ,   3 108
Cajueiro da Praia,  2 202 083 ,   7 957
Caldeirão Grande do Piauí,  2 202 091 ,   5 503
Campinas do Piauí,  2 202 109 ,   4 938
Campo Alegre do Fidalgo,  2 202 117 ,   4 616
Campo Grande do Piauí,  2 202 133 ,   6 020
Campo Largo do Piauí,  2 202 174 ,   7 419
Campo Maior,  2 202 208 ,   45 793
Canavieira,  2 202 251 ,   3 414
Canto do Buriti,  2 202 307 ,   19 365
Capitão de Campos,  2 202 406 ,   11 100
Capitão Gervásio Oliveira,  2 202 455 ,   3 974
Caracol,  2 202 505 ,   10 318
Caraúbas do Piauí,  2 202 539 ,   5 630
Caridade do Piauí,  2 202 554 ,   5 033
Castelo do Piauí,  2 202 604 ,   19 288
Caxingó,  2 202 653 ,   5 496
Cocal,  2 202 703 ,   28 212
Cocal de Telha,  2 202 711 ,   4 911
Cocal dos Alves,  2 202 729 ,   6 386
Coivaras,  2 202 737 ,   4 117
Colônia do Gurguéia,  2 202 752 ,   6 150
Colônia do Piauí,  2 202 778 ,   6 994
Conceição do Canindé,  2 202 802 ,   4 932
Coronel José Dias,  2 202 851 ,   4 250
Corrente,  2 202 901 ,   27 278
Cristalândia do Piauí,  2 203 008 ,   7 356
Cristino Castro,  2 203 107 ,   10 503
Curimatá,  2 203 206 ,   11 270
Currais,  2 203 230 ,   4 854
Curralinhos,  2 203 255 ,   4 413
Curral Novo do Piauí,  2 203 271 ,   5 073
Demerval Lobão,  2 203 305 ,   16 352
Dirceu Arcoverde,  2 203 354 ,   7 054
Dom Expedito Lopes,  2 203 404 ,   6 320
Domingos Mourão,  2 203 420 ,   4 075
Dom Inocêncio,  2 203 453 ,   9 159
Elesbão Veloso,  2 203 503 ,   13 607
Eliseu Martins,  2 203 602 ,   4 377
Esperantina,  2 203 701 ,   40 970
Fartura do Piauí,  2 203 750 ,   5 284
Flores do Piauí,  2 203 800 ,   4 414
Floresta do Piauí,  2 203 859 ,   2 333
Floriano,  2 203 909 ,   62 036
Francinópolis,  2 204 006 ,   4 505
Francisco Ayres,  2 204 105 ,   4 412
Francisco Macedo,  2 204 154 ,   2 929
Francisco Santos,  2 204 204 ,   8 237
Fronteiras,  2 204 303 ,   10 259
Geminiano,  2 204 352 ,   5 445
Gilbués,  2 204 402 ,   10 892
Guadalupe,  2 204 501 ,   10 270
Guaribas,  2 204 550 ,   4 276
Hugo Napoleão,  2 204 600 ,   3 518
Ilha Grande,  2 204 659 ,   9 274
Inhuma,  2 204 709 ,   14 958
Ipiranga do Piauí,  2 204 808 ,   9 420
Isaías Coelho,  2 204 907 ,   7 774
Itainópolis,  2 205 003 ,   10 790
Itaueira,  2 205 102 ,   10 323
Jacobina do Piauí,  2 205 151 ,   5 613
Jaicós,  2 205 201 ,   17 527
Jardim do Mulato,  2 205 250 ,   4 180
Jatobá do Piauí,  2 205 276 ,   4 494
Jerumenha,  2 205 300 ,   4 497
João Costa,  2 205 359 ,   2 970
Joaquim Pires,  2 205 409 ,   13 886
Joca Marques,  2 205 458 ,   5 394
José de Freitas,  2 205 508 ,   42 559
Juazeiro do Piauí,  2 205 516 ,   5 214
Júlio Borges,  2 205 524 ,   5 388
Jurema,  2 205 532 ,   4 425
Lagoinha do Piauí,  2 205 540 ,   2 939
Lagoa Alegre,  2 205 557 ,   8 256
Lagoa do Barro do Piauí,  2 205 565 ,   4 995
Lagoa de São Francisco,  2 205 573 ,   6 331
Lagoa do Piauí,  2 205 581 ,   4 810
Lagoa do Sítio,  2 205 599 ,   4 520
Landri Sales,  2 205 607 ,   5 213
Luís Correia,  2 205 706 ,   30 641
Luzilândia,  2 205 805 ,   25 375
Madeiro,  2 205 854 ,   8 032
Manoel Emídio,  2 205 904 ,   5 209
Marcolândia,  2 205 953 ,   8 533
Marcos Parente,  2 206 001 ,   4 724
Massapê do Piauí,  2 206 050 ,   5 218
Matias Olímpio,  2 206 100 ,   10 641
Miguel Alves,  2 206 209 ,   32 150
Miguel Leão,  2 206 308 ,   1 318
Milton Brandão,  2 206 357 ,   6 542
Monsenhor Gil,  2 206 407 ,   10 255
Monsenhor Hipólito,  2 206 506 ,   7 577
Monte Alegre do Piauí,  2 206 605 ,   10 660
Morro Cabeça no Tempo,  2 206 654 ,   4 377
Morro do Chapéu do Piauí,  2 206 670 ,   6 425
Murici dos Portelas,  2 206 696 ,   9 797
Nazaré do Piauí,  2 206 704 ,   6 665
Nazária,  2 206 720 ,   10 262
Nossa Senhora de Nazaré,  2 206 753 ,   5 228
Nossa Senhora dos Remédios,  2 206 803 ,   8 525
Novo Oriente do Piauí,  2 206 902 ,   6 097
Novo Santo Antônio,  2 206 951 ,   2 827
Oeiras,  2 207 009 ,   38 161
Olho D'Água do Piauí,  2 207 108 ,   2 637
Padre Marcos,  2 207 207 ,   6 382
Paes Landim,  2 207 306 ,   4 088
Pajeú do Piauí,  2 207 355 ,   3 000
Palmeira do Piauí,  2 207 405 ,   4 952
Palmeirais,  2 207 504 ,   13 264
Paquetá,  2 207 553 ,   3 813
Parnaguá,  2 207 603 ,   10 103
Parnaíba,  2 207 702 ,   162 159
Passagem Franca do Piauí,  2 207 751 ,   4 135
Patos do Piauí,  2 207 777 ,   5 425
Pau D'Arco do Piauí,  2 207 793 ,   3 880
Paulistana,  2 207 801 ,   21 055
Pavussu,  2 207 850 ,   3 628
Pedro II,  2 207 900 ,   37 894
Pedro Laurentino,  2 207 934 ,   2 458
Nova Santa Rita,  2 207 959 ,   4 076
Picos,  2 208 007 ,   83 090
Pimenteiras,  2 208 106 ,   11 341
Pio IX,  2 208 205 ,   17 613
Piracuruca,  2 208 304 ,   28 846
Piripiri,  2 208 403 ,   65 538
Porto,  2 208 502 ,   12 052
Porto Alegre do Piauí,  2 208 551 ,   2 364
Prata do Piauí,  2 208 601 ,   3 042
Queimada Nova,  2 208 650 ,   8 738
Redenção do Gurguéia,  2 208 700 ,   8 394
Regeneração,  2 208 809 ,   17 133
Riacho Frio,  2 208 858 ,   4 165
Ribeira do Piauí,  2 208 874 ,   4 055
Ribeiro Gonçalves,  2 208 908 ,   6 164
Rio Grande do Piauí,  2 209 005 ,   5 801
Santa Cruz do Piauí,  2 209 104 ,   5 831
Santa Cruz dos Milagres,  2 209 153 ,   3 435
Santa Filomena,  2 209 203 ,   6 087
Santa Luz,  2 209 302 ,   5 336
Santana do Piauí,  2 209 351 ,   4 125
Santa Rosa do Piauí,  2 209 377 ,   4 650
Santo Antônio de Lisboa,  2 209 401 ,   5 839
Santo Antônio dos Milagres,  2 209 450 ,   2 138
Santo Inácio do Piauí,  2 209 500 ,   3 646
São Braz do Piauí,  2 209 559 ,   4 358
São Félix do Piauí,  2 209 609 ,   2 842
São Francisco de Assis do Piauí,  2 209 658 ,   5 572
São Francisco do Piauí,  2 209 708 ,   5 392
São Gonçalo do Gurguéia,  2 209 757 ,   2 947
São Gonçalo do Piauí,  2 209 807 ,   4 837
São João da Canabrava,  2 209 856 ,   4 242
São João da Fronteira,  2 209 872 ,   5 522
São João da Serra,  2 209 906 ,   6 114
São João da Varjota,  2 209 955 ,   4 383
São João do Arraial,  2 209 971 ,   8 186
São João do Piauí,  2 210 003 ,   21 421
São José do Divino,  2 210 052 ,   4 841
São José do Peixe,  2 210 102 ,   3 297
São José do Piauí,  2 210 201 ,   6 597
São Julião,  2 210 300 ,   6 025
São Lourenço do Piauí,  2 210 359 ,   4 410
São Luis do Piauí,  2 210 375 ,   2 309
São Miguel da Baixa Grande,  2 210 383 ,   2 269
São Miguel do Fidalgo,  2 210 391 ,   2 829
São Miguel do Tapuio,  2 210 409 ,   17 554
São Pedro do Piauí,  2 210 508 ,   13 755
São Raimundo Nonato,  2 210 607 ,   38 934
Sebastião Barros,  2 210 623 ,   3 202
Sebastião Leal,  2 210 631 ,   4 446
Sigefredo Pacheco,  2 210 656 ,   9 460
Simões,  2 210 706 ,   14 350
Simplício Mendes,  2 210 805 ,   13 870
Socorro do Piauí,  2 210 904 ,   4 141
Sussuapara,  2 210 938 ,   6 220
Tamboril do Piauí,  2 210 953 ,   2 949
Tanque do Piauí,  2 210 979 ,   2 316
Teresina,  2 211 001 ,   866 300
União,  2 211 100 ,   46 119
Uruçuí,  2 211 209 ,   25 203
Valença do Piauí,  2 211 308 ,   22 279
Várzea Branca,  2 211 357 ,   5 055
Várzea Grande,  2 211 407 ,   4 417
Vera Mendes,  2 211 506 ,   3 185
Vila Nova do Piauí,  2 211 605 ,   2 935
Wall Ferraz,  2 211 704 ,   4 059
Abaiara,  2 300 101 ,   10 038
Acarape,  2 300 150 ,   14 027
Acaraú,  2 300 200 ,   65 264
Acopiara,  2 300 309 ,   44 962
Aiuaba,  2 300 408 ,   14 076
Alcântaras,  2 300 507 ,   11 369
Altaneira,  2 300 606 ,   6 782
Alto Santo,  2 300 705 ,   14 155
Amontada,  2 300 754 ,   42 156
Antonina do Norte,  2 300 804 ,   7 245
Apuiarés,  2 300 903 ,   12 928
Aquiraz,  2 301 000 ,   80 645
Aracati,  2 301 109 ,   75 113
Aracoiaba,  2 301 208 ,   25 553
Ararendá,  2 301 257 ,   11 096
Araripe,  2 301 307 ,   19 783
Aratuba,  2 301 406 ,   11 224
Arneiroz,  2 301 505 ,   7 429
Assaré,  2 301 604 ,   21 697
Aurora,  2 301 703 ,   23 714
Baixio,  2 301 802 ,   5 704
Banabuiú,  2 301 851 ,   17 195
Barbalha,  2 301 901 ,   75 033
Barreira,  2 301 950 ,   22 392
Barro,  2 302 008 ,   19 381
Barroquinha,  2 302 057 ,   14 567
Baturité,  2 302 107 ,   35 218
Beberibe,  2 302 206 ,   53 114
Bela Cruz,  2 302 305 ,   32 775
Boa Viagem,  2 302 404 ,   50 411
Brejo Santo,  2 302 503 ,   51 090
Camocim,  2 302 602 ,   62 326
Campos Sales,  2 302 701 ,   25 135
Canindé,  2 302 800 ,   74 174
Capistrano,  2 302 909 ,   17 254
Caridade,  2 303 006 ,   16 377
Cariré,  2 303 105 ,   17 632
Caririaçu,  2 303 204 ,   26 320
Cariús,  2 303 303 ,   17 015
Carnaubal,  2 303 402 ,   17 210
Cascavel,  2 303 501 ,   72 720
Catarina,  2 303 600 ,   10 243
Catunda,  2 303 659 ,   10 444
Caucaia,  2 303 709 ,   355 679
Cedro,  2 303 808 ,   22 344
Chaval,  2 303 907 ,   12 462
Choró,  2 303 931 ,   12 113
Chorozinho,  2 303 956 ,   20 163
Coreaú,  2 304 004 ,   20 953
Crateús,  2 304 103 ,   76 390
Crato,  2 304 202 ,   131 050
Croatá,  2 304 236 ,   17 481
Cruz,  2 304 251 ,   29 761
Deputado Irapuan Pinheiro,  2 304 269 ,   8 932
Ereré,  2 304 277 ,   6 474
Eusébio,  2 304 285 ,   74 170
Farias Brito,  2 304 301 ,   18 217
Forquilha,  2 304 350 ,   24 173
Fortaleza,  2 304 400 ,  2 428 708
Fortim,  2 304 459 ,   17 294
Frecheirinha,  2 304 509 ,   15 657
General Sampaio,  2 304 608 ,   6 734
Graça,  2 304 657 ,   13 801
Granja,  2 304 707 ,   53 344
Granjeiro,  2 304 806 ,   4 841
Groaíras,  2 304 905 ,   10 910
Guaiúba,  2 304 954 ,   24 325
Guaraciaba do Norte,  2 305 001 ,   42 053
Guaramiranga,  2 305 100 ,   5 654
Hidrolândia,  2 305 209 ,   17 855
Horizonte,  2 305 233 ,   74 755
Ibaretama,  2 305 266 ,   11 956
Ibiapina,  2 305 308 ,   23 965
Ibicuitinga,  2 305 332 ,   11 611
Icapuí,  2 305 357 ,   21 433
Icó,  2 305 407 ,   62 642
Iguatu,  2 305 506 ,   98 064
Independência,  2 305 605 ,   24 024
Ipaporanga,  2 305 654 ,   11 575
Ipaumirim,  2 305 704 ,   12 083
Ipu,  2 305 803 ,   41 081
Ipueiras,  2 305 902 ,   36 798
Iracema,  2 306 009 ,   14 001
Irauçuba,  2 306 108 ,   23 915
Itaiçaba,  2 306 207 ,   7 536
Itaitinga,  2 306 256 ,   64 650
Itapajé,  2 306 306 ,   46 426
Itapipoca,  2 306 405 ,   131 123
Itapiúna,  2 306 504 ,   17 841
Itarema,  2 306 553 ,   42 957
Itatira,  2 306 603 ,   20 424
Jaguaretama,  2 306 702 ,   17 232
Jaguaribara,  2 306 801 ,   10 356
Jaguaribe,  2 306 900 ,   33 726
Jaguaruana,  2 307 007 ,   31 701
Jardim,  2 307 106 ,   27 411
Jati,  2 307 205 ,   7 861
Jijoca de Jericoacoara,  2 307 254 ,   25 555
Juazeiro do Norte,  2 307 304 ,   286 120
Jucás,  2 307 403 ,   23 922
Lavras da Mangabeira,  2 307 502 ,   30 802
Limoeiro do Norte,  2 307 601 ,   59 560
Madalena,  2 307 635 ,   16 896
Maracanaú,  2 307 650 ,   234 509
Maranguape,  2 307 700 ,   105 093
Marco,  2 307 809 ,   25 799
Martinópole,  2 307 908 ,   10 846
Massapê,  2 308 005 ,   37 697
Mauriti,  2 308 104 ,   45 561
Meruoca,  2 308 203 ,   15 157
Milagres,  2 308 302 ,   25 900
Milhã,  2 308 351 ,   14 123
Miraíma,  2 308 377 ,   14 196
Missão Velha,  2 308 401 ,   36 822
Mombaça,  2 308 500 ,   37 735
Monsenhor Tabosa,  2 308 609 ,   17 149
Morada Nova,  2 308 708 ,   61 443
Moraújo,  2 308 807 ,   8 254
Morrinhos,  2 308 906 ,   22 753
Mucambo,  2 309 003 ,   13 666
Mulungu,  2 309 102 ,   10 569
Nova Olinda,  2 309 201 ,   15 399
Nova Russas,  2 309 300 ,   30 699
Novo Oriente,  2 309 409 ,   27 545
Ocara,  2 309 458 ,   24 493
Orós,  2 309 508 ,   19 675
Pacajus,  2 309 607 ,   70 983
Pacatuba,  2 309 706 ,   81 524
Pacoti,  2 309 805 ,   11 186
Pacujá,  2 309 904 ,   6 175
Palhano,  2 310 001 ,   9 346
Palmácia,  2 310 100 ,   10 242
Paracuru,  2 310 209 ,   38 980
Paraipaba,  2 310 258 ,   32 216
Parambu,  2 310 308 ,   31 445
Paramoti,  2 310 407 ,   10 384
Pedra Branca,  2 310 506 ,   40 187
Penaforte,  2 310 605 ,   8 972
Pentecoste,  2 310 704 ,   37 813
Pereiro,  2 310 803 ,   15 274
Pindoretama,  2 310 852 ,   23 391
Piquet Carneiro,  2 310 902 ,   16 616
Pires Ferreira,  2 310 951 ,   10 606
Poranga,  2 311 009 ,   12 065
Porteiras,  2 311 108 ,   17 050
Potengi,  2 311 207 ,   8 833
Potiretama,  2 311 231 ,   5 974
Quiterianópolis,  2 311 264 ,   20 213
Quixadá,  2 311 306 ,   84 168
Quixelô,  2 311 355 ,   15 910
Quixeramobim,  2 311 405 ,   82 177
Quixeré,  2 311 504 ,   20 874
Redenção,  2 311 603 ,   27 214
Reriutaba,  2 311 702 ,   18 606
Russas,  2 311 801 ,   72 928
Saboeiro,  2 311 900 ,   13 854
Salitre,  2 311 959 ,   16 633
Santana do Acaraú,  2 312 007 ,   30 628
Santana do Cariri,  2 312 106 ,   16 954
Santa Quitéria,  2 312 205 ,   40 183
São Benedito,  2 312 304 ,   47 640
São Gonçalo do Amarante,  2 312 403 ,   54 143
São João do Jaguaribe,  2 312 502 ,   5 855
São Luís do Curu,  2 312 601 ,   10 822
Senador Pompeu,  2 312 700 ,   24 266
Senador Sá,  2 312 809 ,   7 262
Sobral,  2 312 908 ,   203 023
Solonópole,  2 313 005 ,   18 179
Tabuleiro do Norte,  2 313 104 ,   30 652
Tamboril,  2 313 203 ,   24 815
Tarrafas,  2 313 252 ,   7 529
Tauá,  2 313 302 ,   61 227
Tejuçuoca,  2 313 351 ,   17 154
Tianguá,  2 313 401 ,   81 506
Trairi,  2 313 500 ,   58 415
Tururu,  2 313 559 ,   15 412
Ubajara,  2 313 609 ,   32 767
Umari,  2 313 708 ,   6 871
Umirim,  2 313 757 ,   17 470
Uruburetama,  2 313 807 ,   20 189
Uruoca,  2 313 906 ,   13 746
Varjota,  2 313 955 ,   18 105
Várzea Alegre,  2 314 003 ,   38 984
Viçosa do Ceará,  2 314 102 ,   59 712
Acari,  2 400 109 ,   10 597
Açu,  2 400 208 ,   56 496
Afonso Bezerra,  2 400 307 ,   10 839
Água Nova,  2 400 406 ,   2 946
Alexandria,  2 400 505 ,   13 640
Almino Afonso,  2 400 604 ,   4 687
Alto do Rodrigues,  2 400 703 ,   12 484
Angicos,  2 400 802 ,   11 632
Antônio Martins,  2 400 901 ,   6 577
Apodi,  2 401 008 ,   36 093
Areia Branca,  2 401 107 ,   24 093
Arês,  2 401 206 ,   13 251
Campo Grande,  2 401 305 ,   9 730
Baía Formosa,  2 401 404 ,   8 825
Baraúna,  2 401 453 ,   26 913
Barcelona,  2 401 503 ,   3 986
Bento Fernandes,  2 401 602 ,   4 807
Bodó,  2 401 651 ,   2 306
Bom Jesus,  2 401 701 ,   9 952
Brejinho,  2 401 800 ,   12 202
Caiçara do Norte,  2 401 859 ,   6 293
Caiçara do Rio do Vento,  2 401 909 ,   3 268
Caicó,  2 402 006 ,   61 146
Campo Redondo,  2 402 105 ,   10 215
Canguaretama,  2 402 204 ,   29 668
Caraúbas,  2 402 303 ,   19 727
Carnaúba dos Dantas,  2 402 402 ,   7 992
Carnaubais,  2 402 501 ,   9 714
Ceará-Mirim,  2 402 600 ,   79 115
Cerro Corá,  2 402 709 ,   11 000
Coronel Ezequiel,  2 402 808 ,   5 117
Coronel João Pessoa,  2 402 907 ,   4 237
Cruzeta,  2 403 004 ,   8 005
Currais Novos,  2 403 103 ,   41 313
Doutor Severiano,  2 403 202 ,   7 044
Parnamirim,  2 403 251 ,   252 716
Encanto,  2 403 301 ,   6 016
Equador,  2 403 400 ,   5 360
Espírito Santo,  2 403 509 ,   10 620
Extremoz,  2 403 608 ,   61 635
Felipe Guerra,  2 403 707 ,   5 944
Fernando Pedroza,  2 403 756 ,   2 938
Florânia,  2 403 806 ,   10 196
Francisco Dantas,  2 403 905 ,   2 700
Frutuoso Gomes,  2 404 002 ,   4 122
Galinhos,  2 404 101 ,   2 104
Goianinha,  2 404 200 ,   26 741
Governador Dix-Sept Rosado,  2 404 309 ,   11 938
Grossos,  2 404 408 ,   9 924
Guamaré,  2 404 507 ,   15 295
Ielmo Marinho,  2 404 606 ,   11 615
Ipanguaçu,  2 404 705 ,   14 131
Ipueira,  2 404 804 ,   2 035
Itajá,  2 404 853 ,   7 292
Itaú,  2 404 903 ,   5 320
Jaçanã,  2 405 009 ,   7 834
Jandaíra,  2 405 108 ,   6 562
Janduís,  2 405 207 ,   4 746
Januário Cicco,  2 405 306 ,   9 051
Japi,  2 405 405 ,   5 117
Jardim de Angicos,  2 405 504 ,   2 437
Jardim de Piranhas,  2 405 603 ,   13 977
Jardim do Seridó,  2 405 702 ,   11 655
João Câmara,  2 405 801 ,   33 290
João Dias,  2 405 900 ,   2 076
José da Penha,  2 406 007 ,   5 803
Jucurutu,  2 406 106 ,   17 793
Jundiá,  2 406 155 ,   3 739
Lagoa d'Anta,  2 406 205 ,   6 654
Lagoa de Pedras,  2 406 304 ,   7 338
Lagoa de Velhos,  2 406 403 ,   2 567
Lagoa Nova,  2 406 502 ,   15 573
Lagoa Salgada,  2 406 601 ,   8 319
Lajes,  2 406 700 ,   9 866
Lajes Pintadas,  2 406 809 ,   4 787
Lucrécia,  2 406 908 ,   3 490
Luís Gomes,  2 407 005 ,   9 070
Macaíba,  2 407 104 ,   82 249
Macau,  2 407 203 ,   27 369
Major Sales,  2 407 252 ,   3 924
Marcelino Vieira,  2 407 302 ,   7 896
Martins,  2 407 401 ,   8 179
Maxaranguape,  2 407 500 ,   10 255
Messias Targino,  2 407 609 ,   4 274
Montanhas,  2 407 708 ,   11 444
Monte Alegre,  2 407 807 ,   23 031
Monte das Gameleiras,  2 407 906 ,   2 276
Mossoró,  2 408 003 ,   264 577
Natal,  2 408 102 ,   751 300
Nísia Floresta,  2 408 201 ,   31 942
Nova Cruz,  2 408 300 ,   34 269
Olho d'Água do Borges,  2 408 409 ,   3 905
Ouro Branco,  2 408 508 ,   4 913
Paraná,  2 408 607 ,   3 934
Paraú,  2 408 706 ,   3 579
Parazinho,  2 408 805 ,   4 801
Parelhas,  2 408 904 ,   21 499
Rio do Fogo,  2 408 953 ,   10 351
Passa e Fica,  2 409 100 ,   10 896
Passagem,  2 409 209 ,   3 115
Patu,  2 409 308 ,   11 007
Santa Maria,  2 409 332 ,   4 847
Pau dos Ferros,  2 409 407 ,   30 479
Pedra Grande,  2 409 506 ,   3 618
Pedra Preta,  2 409 605 ,   2 441
Pedro Avelino,  2 409 704 ,   6 242
Pedro Velho,  2 409 803 ,   13 824
Pendências,  2 409 902 ,   12 278
Pilões,  2 410 009 ,   2 965
Poço Branco,  2 410 108 ,   12 390
Portalegre,  2 410 207 ,   7 601
Porto do Mangue,  2 410 256 ,   5 228
Serra Caiada,  2 410 306 ,   10 125
Pureza,  2 410 405 ,   9 362
Rafael Fernandes,  2 410 504 ,   5 432
Rafael Godeiro,  2 410 603 ,   2 934
Riacho da Cruz,  2 410 702 ,   2 701
Riacho de Santana,  2 410 801 ,   4 127
Riachuelo,  2 410 900 ,   7 389
Rodolfo Fernandes,  2 411 007 ,   4 242
Tibau,  2 411 056 ,   5 382
Ruy Barbosa,  2 411 106 ,   3 206
Santa Cruz,  2 411 205 ,   37 313
Santana do Matos,  2 411 403 ,   12 456
